morp,morp-description,behaviour,o3site,icd10,Comments
9993/3,Myelodysplastic syndrome with ring sideroblasts and multilineage dysplasia (C421) (ICD-O-3.2 update),Malignant,All sites,D46.7,New code 2021+
8000/0,"Neoplasm, benign",Benign,Specific Sites,See Topo Table B Col E,
8001/0,"Tumor cells, benign",Benign,Specific Sites,See Topo Table B Col E,
8005/0,"Clear cell tumor, NOS",Benign,Specific Sites,See Topo Table B Col E,
8010/0,"Epithelial tumor, benign",Benign,Specific Sites,See Topo Table B Col E,
8011/0,"Epithelioma, benign",Benign,Specific Sites,See Topo Table B Col E,
8040/0,"Tumorlet, benign",Benign,Specific Sites,See Topo Table B Col E,
8050/0,"Papilloma, NOS",Benign,Specific Sites,See Topo Table B Col E,
8051/0,Verrucous papilloma,Benign,Specific sites,See Topo Table B Col E,
8052/0,"Squamous cell papilloma, NOS",Benign,Specific sites,See Topo Table B Col E,
8053/0,"Squamous cell papilloma, inverted",Benign,Specific sites,See Topo Table B Col E,
8054/0,Warty dyskeratoma (ICD-O-3.2 update),Benign,Specific Sites,See Topo Table B Col E,
8060/0,Squamous papillomatosis,Benign,Specific Sites,See Topo Table B Col E,
8070/0,Actinic kertosis (ICD-O-3.2 update),Benign,Specific Sites,See Topo Table B Col E,
8072/0,Large cell acanthoma (ICD-O-3.2 update),Benign,Specific Sites,See Topo Table B Col E,
8077/0,"Squamous intraepithelial neoplasia, low grade",Benign,Specific Sites,See Topo Table B Col E,
8084/0,Clear cell acanthoma (ICD-O-3.2 update),Benign,Specific Sites,See Topo Table B Col E,
8096/0,Intraepidermal epithelioma of Jadassohn  (C44_),Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8100/0,Trichoepithelioma  (C44_),Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8101/0,Trichofolliculoma (C44_),Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8102/0,Trichilemmoma (C44_),Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8103/0,"Pilar tumor (C44_) (ICD-O-3.2 update, see code 8103/1)",Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8104/0,Pilar sheath acanthoma (C44_) (ICD-O-3.2 update),Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8110/0,"Pilomatricoma, NOS (C44_)",Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8120/0,"Urothelial papilloma, NOS (C67_) (ICD-O-3.2 update, previously 8120/1)",Benign,"C679, All Other Sites","D30.3, See Topo Table B Col E",
8121/0,"Sinonasal papilloma, exophytic (C300, C31_) (ICD-O-3 update,  previously 8121/1)",Benign,"C300, C319, All Other Sites","D14.0, See Topo Table B Col E",
8140/0,"Adenoma, NOS (C619)",Benign,"C619, All Other Sites","N40, See Topo Table B Col E",
8144/0,"Adenoma, intestinal type (C16_) (ICD-O-3.2 update)",Benign,"C169, All Other Sites","D13.1, See Topo Table B Col E",
8146/0,Monomorphic adenoma,Benign,Specific Sites,See Topo Table B Col E,
8147/0,"Basal cell adenoma (C07_, C08_)",Benign,"C079, C089, All Other Sites","D11.9, See Topo Table B Col E",
8148/0,"Glandular intraepithelial neoplasia, low grade",Benign,Specific Sites,See Topo Table B Col E,
8149/0,Canalicular adenoma,Benign,Specific Sites,See Topo Table B Col E,
8150/0,"Pancreatic endocrine tumor, benign (C25_) (ICD-O-3.2 update, see code 8150/3)",Benign,"C259, All Other Sites","C25.9, See Topo Table B Col B",
8151/0,"Insulinoma, NOS (C254) (ICD-O-3.2 update, see code 8151/3)",Benign,"C254, All Other Sites","C25.9, See Topo Table B Col B",
8160/0,"Bile duct adenoma (C221, C240)",Benign,"C221, C240, All Other Sites","D13.4, D13.5, See Topo Table B, Col E",
8161/0,"Bile duct cystadenoma (C221, C240)",Benign,"C221, C240, All Other Sites","D13.4, D13.5, See Topo Table B, Col E",
8163/0,"Pancreatobiliary neoplasm, non-invasive (C25_)",Benign,"C259, All Other Sites","D13.6, See Topo Table B Col E",
8170/0,Liver cell adenoma (C220),Benign,"C220, All Other Sites","D13.4, See Topo Table B Col E",
8190/0,Trabecular adenoma,Benign,Specific Sites,See Topo Table B Col E,
8191/0,Embryonal adenoma,Benign,Specific Sites,See Topo Table B Col E,
8200/0,Eccrine dermal cylindroma (C44_),Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8202/0,Microcystic adenoma,Benign,Specific Sites,See Topo Table B Col E,
8204/0,Lactating adenoma (C50_),Benign,"C509, All Other Sites","D24, See Topo Table B Col E",
8210/0,"Adenomatous polyp, NOS",Benign,Specific Sites,See Topo Table B Col E,
8211/0,"Tubular adenoma, NOS",Benign,Specific Sites,See Topo Table B Col E,
8212/0,Flat adenoma,Benign,Specific Sites,See Topo Table B Col E,
8213/0,Serrated adenoma (C18_),Benign,"C189, All Other Sites","D12.6, See Topo Table B Col E",
8220/0,Adenomatous polyposis coli (C18_),Benign,"C189, All Other Sites","D12.6, See Topo Table B Col E",
8221/0,Multiple adenomatous polyps,Benign,Specific Sites,See Topo Table B Col E,
8250/0,Atypical adenomatous hyperplasia (C34_) (ICD-O-3.2 update),Benign,"C349, All Other Sites","D14.3, See Topo Table B Col E",
8251/0,Alveolar adenoma (C34_),Benign,"C349, All Other Sites","D14.3, See Topo Table B Col E",
8260/0,"Papillary adenoma, NOS",Benign,Specific Sites,See Topo Table B Col E,
8261/0,"Villous adenoma, NOS",Benign,Specific Sites,See Topo Table B Col E,
8263/0,"Tubulovillous adenoma, NOS",Benign,Specific Sites,See Topo Table B Col E,
8264/0,"Papillomatosis, glandular (C221, C240)",Benign,"C221, C240, All Other Sites","D13.4, D13.5, See Topo Table B, Col E",
8270/0,Chromophobe adenoma (C751),Benign,"C751, All Other Sites","D35.2, See Topo Table B Col E",
8271/0,Prolactinoma (C751),Benign,"C751, All Other Sites","D35.2, See Topo Table B Col E",
8272/0,"Pituitary adenoma, NOS (C751)",Benign,"C751, All Other Sites","D35.2, See Topo Table B Col E",
8280/0,Acidophil adenoma (C751),Benign,"C751, All Other Sites","D35.2, See Topo Table B Col E",
8281/0,Mixed acidophil-basophil adenoma (C751),Benign,"C751, All Other Sites","D35.2, See Topo Table B Col E",
8290/0,Oxyphillic adenoma (C739),Benign,"C739, All Other Sites","D34, See Topo Table B Col E",
8300/0,Basophil adenoma (C751),Benign,"C751, All Other Sites","D35.2, See Topo Table B Col E",
8310/0,Clear cell adenoma,Benign,Specific Sites,See Topo Table B Col E,
8313/0,Clear cell adenofibroma (C569),Benign,"C569, All Other Sites","D27, See Topo Table B Col E",
8321/0,Chief cell adenoma (C750),Benign,"C750, All Other Sites","D35.1, See Topo Table B Col E",
8322/0,Water-clear cell adenoma (C750),Benign,"C750, All Other Sites","D35.1, See Topo Table B Col E",
8323/0,Mixed cell adenoma,Benign,Specific Sites,See Topo Table B Col E,
8324/0,Lipoadenoma,Benign,Specific Sites,See Topo Table B Col E,
8325/0,Metanephric adenoma (C649),Benign,"C649, All Other Sites","D30.0, See Topo Table B Col E",
8330/0,Follicular adenoma (C739),Benign,"C739, All Other Sites","D34, See Topo Table B Col E",
8333/0,"Microfollicular adenoma, NOS (C739)",Benign,"C739, All Other Sites","D34, See Topo Table B Col E",
8334/0,Macrofollicular adenoma (C739),Benign,"C739, All Other Sites","D34, See Topo Table B Col E",
8336/0,"Hyalinizing trabecular adenoma (C739) (ICD-O-3.2 update, see code 8336/1)",Benign,"C739, All Other Sites","D34, See Topo Table B Col E",
8361/0,Juxtaglomerular tumor  (C649),Benign,"C649, All Other Sites","D30.0, See Topo Table B Col E",
8370/0,"Adrenal cortical adenoma, NOS (C740)",Benign,"C740, All Other Sites","D35.0, See Topo Table B Col E",
8371/0,"Adrenal cortical adenoma, compact cell (C740)",Benign,"C740, All Other Sites","D35.0, See Topo Table B Col E",
8372/0,"Adrenal cortical adenoma, pigmented (C740)",Benign,"C740, All Other Sites","D35.0, See Topo Table B Col E",
8373/0,"Adrenal cortical adenoma, clear cell (C740)",Benign,"C740, All Other Sites","D35.0, See Topo Table B Col E",
8374/0,"Adrenal cortical adenoma, glomerulosa cell (C740)",Benign,"C740, All Other Sites","D35.0, See Topo Table B Col E",
8375/0,"Adrenal cortical adenoma, mixed cell (C740)",Benign,"C740, All Other Sites","D35.0, See Topo Table B Col E",
8380/0,"Endometrioid adenoma, NOS (C541)",Benign,"C541, All Other Sites","D26.1, See Topo Table B Col E",
8381/0,"Endometrioid adenofibroma, NOS (C541)",Benign,"C541, All Other Sites","D26.1, See Topo Table B Col E",
8390/0,Skin appendage adenoma (C44_),Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8391/0,Follicular fibroma (C44_),Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8392/0,Syringofibroadenoma (C44_),Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8400/0,Sweat gland adenoma (C44_),Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8401/0,Apocrine adenoma (C44_),Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8402/0,"Hidradenoma, NOS (C44_)",Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8403/0,"Spiradenoma, NOS (C44_)",Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8404/0,Hidrocystoma (C44_),Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8405/0,Papillary hidradenoma,Benign,Specific Sites,See Topo Table B Col E,
8406/0,Syringocystadenoma papilliferum (C44_),Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8407/0,"Syringoma, NOS (C44_)",Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8408/0,Eccrine papillary adenoma (C44_),Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8409/0,"Poroma, NOS (C44_)",Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8410/0,Sebaceoma (C44_),Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8420/0,Ceruminous adenoma (C442),Benign,"C442, All Other Sites","D23.2, See Topo Table B Col E",
8440/0,"Cystadenoma, NOS",Benign,Specific Sites,See Topo Table B Col E,
8441/0,"Serous cystadenoma, NOS (C569) (ICD-O-3 update, 8460/0 moved to this code)",Benign,"C569, All Other Sites","D27, See Topo Table B Col E",
8443/0,Clear cell cystadenoma (C569),Benign,"C569, All Other Sites","D27, See Topo Table B Col E",
8450/0,"Papillary cystadenoma, NOS",,"C569, All Other Sites","D27, See Topo Table B Col E",
8453/0,Intraductal Papillary mucinous adenoma (C25_),Benign,"C259, All Other Sites","D13.6, See Topo Table B Col E",
8454/0,Cystic tumor of atrio-ventricular node (C380),Benign,"C380, All Other Sites","D15.1, See Topo Table B Col E",
8461/0,Serous surface papilloma (C569),Benign,"C569, All Other Sites","D27, See Topo Table B Col E",
8470/0,"Mucinous cystadenoma (C569)  (ICD-O-3 update, now includes 8471/0)",Benign,"C569, All Other Sites","D27, See Topo Table B Col E",
8471/0,"Papillary mucinous cystadenoma, NOS (C569) (ICD-O-3.2 update, see code 8470/0)",Benign,"C569, All Other Sites","D27, See Topo Table B Col E",
8474/0,Seromucinous cystadenoma (ICD-O-3.2 update) (C569),Benign,"C569, All Other Sites","D27, See Topo Table B Col E",New code 2021+
8480/0,Mucinous adenoma,Benign,Specific Sites,See Topo Table B Col E,
8503/0,Intraductal papilloma,Benign,Specific Sites,See Topo Table B Col E,
8504/0,Intracystic papillary adenoma,Benign,Specific Sites,See Topo Table B Col E,
8505/0,"Intraductal papillomatosis, NOS",Benign,Specific Sites,See Topo Table B Col E,
8506/0,Adenoma of nipple (C50_),Benign,"C509, All Other Sites","D24, See Topo Table B Col E",
8550/0,Acinar cell adenoma,Benign,Specific Sites,See Topo Table B Col E,
8560/0,Mixed squamous cell and glandular papilloma,Benign,Specific Sites,See Topo Table B Col E,
8561/0,"Adenolymphoma (C07_, C08_)",Benign,"C079, C089, All Other Sites","D11.9, See Topo Table B Col E",
8563/0,Lymphadenoma (ICD-O-3.2 update),Benign,Specific Sites,See Topo Table B Col E,
8572/0,Adenoma with spindle cell metaplasia,Benign,Specific Sites,See Topo Table B Col E,Not listed in ICD-O-3.2
8580/0,Microscopic thymoma,Benign,"C379, All Other Sites","D15.0, See Topo Table B Col E",
8587/0,Ectopic hamartomatous thymoma,Benign,Specific Sites,See Topo Table B Col E,
8590/0,Sex cord-stromal tumor benign (ICD-O-3.2 update),Benign,Specific Sites,See Topo Table B Col E,New code 2021+
8600/0,"Thecoma, NOS (C569)",Benign,"C569, All Other Sites","D27, See Topo Table B Col E",
8601/0,"Thecoma, luteinized (C569)",Benign,"C569, All Other Sites","D27, See Topo Table B Col E",
8602/0,Sclerosing stromal tumor (C569),Benign,"C569, All Other Sites","D27, See Topo Table B Col E",
8610/0,"Luteoma, NOS (C569)",Benign,"C569, All Other Sites","D27, See Topo Table B Col E",
8622/0,"Granulosa cell tumor of the testis, juvenile C62_) (ICD-O-3.2 update)",Benign,"C629, All Other Sites","D29.2, See Topo Table B Col E",
8630/0,"Androblastoma, benign  (C569 [F], C62_[M])",Benign,"C569 [F], C629 [M], All Other Sites","D27.0 [F], D29.2 [M], See Topo Table B Col E",
8631/0,"Sertoli-Leydig cell tumor, well differentiated (C569 [F], C62_[M])",Benign,"C569 [F], C629 [M], All Other Sites","D27.0 [F], D29.2 [M], See Topo Table B Col E",
8641/0,"Sertoli cell tumor with lipid storage  (C569 [F], C62_[M])",Benign,"C569 [F], C629 [M], All Other Sites","D27.0 [F], D29.2 [M], See Topo Table B Col E",
8650/0,"Leydig cell tumor of ovary, NOS (ICD-O-3.2 update) (C569)",Benign,"C569, All Other Sites","D27, See Topo Table B Col E",
8660/0,Hilus cell tumor (C569),Benign,"C569, All Other Sites","D27, See Topo Table B Col E",
8670/0,Lipid cell tumor of ovary (C569),Benign,"C569, All Other Sites","D27, See Topo Table B Col E",
8671/0,Adrenal rest tumor,Benign,Specific Sites,See Topo Table B Col E,
8680/0,"Paraganglioma, benign (C755) (ICD-O-3.2 update, see code 8680/3)",Benign,"C755, All Other Sites","D35.6, See Topo Table B Col E",
8683/0,Gangliocytic paraganglioma (C170),Benign,"C170, All Other Sites","D13.2, See Topo Table B Col E",
8700/0,"Pheochromocytoma, NOS (C741) (ICD-O-3.2 update, see code 8700/3)",Benign,"C741, All Other Sites","D35.0, See Topo Table B Col E",
8711/0,"Glomus tumor, NOS",Benign,All Sites,D18.0,
8712/0,Glomangioma,Benign,All Sites,D18.0,
8713/0,Glomangiomyoma,Benign,All Sites,D18.0,
8714/0,"Perivascular epithelioid tumor, benign (ICD-O-3.2 update)",Benign,Specific Sites,See Topo Table B Col E,
8720/0,"Pigmented nevus, NOS (C44_)",Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8722/0,Balloon cell nevus (C44_),Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8723/0,Halo nevus C44_),Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8725/0,Neuronevus (C44_),Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8726/0,Magnocellular nevus (C694),Benign,"C694, All Other Sites","D31.4, See Topo Table B Col E",
8727/0,Dysplastic nevus ( C44_),Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8728/0,Meningeal melanocytosis (C70_),Benign,"C709, All Other Sites","D32.9, See Topo Table B Col E",
8730/0,Nonpigmented nevus (C44_),Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8740/0,"Junctional nevus, NOS (C44_)",Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8742/0,Lentiginous melanocytic nevus (C44_) (ICD-O-3.2 update),Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8744/0,Lentinguous melanocytic nevus (C44_) (ICD-O-3.2 update),Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8750/0,Dermal nevus (C44_),Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8760/0,Compound nevus (C44_),Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8761/0,"Congenital melanocytic nevus, NOS (C44_)",Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8770/0,Epithelioid and spindle cell nevus (C44_),Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8771/0,Epithelioid cell nevus (C44_),Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8772/0,"Spindle cell nevus, NOS (C44_)",Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8780/0,"Blue nevus, NOS (C44_)",Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8790/0,Cellular blue nevus  (C44_),Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8800/0,"Soft tissue tumor, benign (C49_)",Benign,"C499, All Other Sites","D21.9, See Topo Table B Col E",
8810/0,"Fibroma, NOS (C49_)",Benign,"C499, All Other Sites","D21.9, See Topo Table B Col E",
8811/0,Fibromyxoma (C49_),Benign,"C499, All Other Sites","D21.9, See Topo Table B Col E",
8812/0,"Periosteal fibroma (C40_, C41_)",Benign,"C409, C419, All Other Sites","D16.9, See Topo Table B Col E",
8813/0,Fibroma of tendon sheath,Benign,"C499, All Other Sites","D21.9, See Topo Table B Col E",
8815/0,"Solitary fibrous tumor/Hemangiopericytoma, grade 1 (C49_) (ICD-O-3.2 update, see code 8815/1)",Benign,"C499, All Other Sites","D21.9, See Topo Table B Col E",
8816/0,Calcifying aponeurotic fibroma (ICD-O-3.2 update),Benign,Specific Sites,See Topo Table B Col E,
8817/0,Calcifying fibrous tumor (ICD-O-3.2 update),Benign,Specific Sites,See Topo Table B Col E,
8818/0,Fibrous dysplasia (ICD-O-3.2 update),Benign,Specific Sites,See Topo Table B Col E,
8820/0,Elastofibroma (C49_),Benign,"C499, All Other Sites","D21.9, See Topo Table B Col E",
8823/0,"Desmoplastic fibroma, benign (C49_) (ICD-O-3.2 update, see code 8823/1)",Benign,"C499, All Other Sites","D21.9, See Topo Table B Col E",
8824/0,Myofibroma (C49_),Benign,"C499, All Other Sites","D21.9, See Topo Table B Col E",
8825/0,Myofibroblastoma (C49_),Benign,"C499, All Other Sites","D21.9, See Topo Table B Col E",
8826/0,Angiomyofibroblastoma (C49_),Benign,"C499, All Other Sites","D21.9, See Topo Table B Col E",
8828/0,Nodular fascitis (ICD-O-3.2 update),Benign,Specific Sites,See Topo Table B Col E,
8830/0,Benign fibrous histiocytoma (C49_),Benign,"C499, All Other Sites","D21.9, See Topo Table B Col E",
8831/0,"Histiocytoma, NOS (C49_)",Benign,"C499, All Other Sites","D21.9, See Topo Table B Col E",
8832/0,"Dermatofibroma, NOS (C44_)",Benign,"C449, All Other Sites","D23.9, See Topo Table B Col E",
8840/0,"Myxoma, NOS (C49_)",Benign,"C499, All Other Sites","D21.9, See Topo Table B Col E",
8841/0,"Angiomyxoma, NOS (C49_) (ICD-O-3.2 update, previously 8841/1)",Benign,"C499, All Other Sites","D21.9, See Topo Table B Col E",
8842/0,"Ossifying fibromyxoid tumor, NOS",Benign,Specific Sites,See Topo Table B Col E,
8850/0,"Lipoma, NOS (C49_)",Benign,"C499, All Other Sites","D21.9, See Topo Table B Col E",
8851/0,Fibrolipoma (C49_),Benign,"C499, All Other Sites","D21.9, See Topo Table B Col E",
8852/0,Fibromyxolipoma (C49_),Benign,"C499, All Other Sites","D21.9, See Topo Table B Col E",
8854/0,Pleomorphic lipoma (C49_),Benign,"C499, All Other Sites","D21.9, See Topo Table B Col E",
8856/0,Intramuscular lipoma (C49_),Benign,"C499, All Other Sites","D21.9, See Topo Table B Col E",
8857/0,Spindle cell lipoma (C49_),Benign,"C499, All Other Sites","D21.9, See Topo Table B Col E",
8860/0,Angiomyolipoma (C49_),Benign,"C499, All Other Sites","D21.9, See Topo Table B Col E",
8861/0,"Angiolipoma, NOS",Benign,Specific Sites,See Topo Table B Col E,
8862/0,Chondroid lipoma,Benign,Specific Sites,See Topo Table B Col E,
8870/0,Myelolipoma,Benign,Specific Sites,See Topo Table B Col E,
8880/0,Hibernoma,Benign,Specific Sites,See Topo Table B Col E,
8881/0,Lipoblastomatosis,Benign,Specific Sites,See Topo Table B Col E,
8890/0,"Leiomyoma, NOS (C54_)",Benign,"C549, All Other Sites","D26.0, See Topo Table B Col E",
8891/0,Epithelioid leiomyoma (C49_),Benign,"C499, All Other Sites","D21.9, See Topo Table B Col E",
8892/0,Cellular leiomyoma (C49_),Benign,"C499, All Other Sites","D21.9, See Topo Table B Col E",
8893/0,Bizarre leiomyoma (C49_),Benign,"C499, All Other Sites","D21.9, See Topo Table B Col E",
8894/0,Angiomyoma (C49_),Benign,"C499, All Other Sites","D21.9, See Topo Table B Col E",
8895/0,Myoma (C49_),Benign,"C499, All Other Sites","D21.9, See Topo Table B Col E",
8896/0,Myxoid leiomyoma (C49_) (ICD-O-3.2 update),Benign,"C499, All Other Sites","D21.9, See Topo Table B Col E",
8900/0,"Rhabdomyoma, NOS (C49_)",Benign,"C499, All Other Sites","D21.9, See Topo Table B Col E",
8903/0,Fetal rhabdomyoma (C49_),Benign,"C499, All Other Sites","D21.9, See Topo Table B Col E",
8904/0,Adult cellular rhabdomyoma (C49_),Benign,"C499, All Other Sites","D21.9, See Topo Table B Col E",
8905/0,"Genital rhabdomyoma (C51_, C529)",Benign,"C519, C529, All Other Sites","D28.0, D28.2, See Topo Table B Col E",
8930/0,Endometrial stromal nodule (C541),Benign,"C541, All Other Sites","D26.1, See Topo Table B Col E",
8932/0,Adenomyoma,Benign,Specific Sites,See Topo Table B Col E,
8935/0,"Stromal tumor, benign (C541)",Benign,"C541, All Other Sites","D26.1, See Topo Table B Col E",
8936/0,"Gastrointestinal stromal tumor, benign (C269) (ICD-O-3.2 update, code deleted, see 8936/3)",Benign,"C269, Specific Sites","D13.9, See Topo Table B Col E",
8940/0,"Pleomorphic adenoma (C07_, C08_)",Benign,"C079, C089, All Other Sites","D11.9, See Topo Table B Col E",
8959/0,Benign cystic nephroma (C649),Benign,"C649, All Other Sites","D30.0, See Topo Table B Col E",
8965/0,"Nephrogenic adenofibroma (C649) (ICD-O-3.2 update, see code 9013/0)",Benign,"C649, All Other Sites","D30.0, See Topo Table B Col E",
8966/0,Renomedullary interstitial cell tumor (C649),Benign,"C649, All Other Sites","D30.0, See Topo Table B Col E",
8967/0,Ossifying renal tumor (C649),Benign,"C649, All Other Sites","D30.0, See Topo Table B Col E",
8982/0,"Myoepithelioma, NOS",Benign,Specific Sites,See Topo Table B Col E,
8983/0,"Adenomyoepithelioma, NOS (C50_)",Benign,"C509, All Other Sites","D24, See Topo Table B Col E",
8990/0,"Mesenchymoma, benign (C49_)",Benign,"C499, All Other Sites","D21.9, See Topo Table B Col E",
8992/0,Pulmonary hamartoma (ICD-O-3.2 update) (C34_),Benign,"C349, All Other Sites","D14.3, See Topo Table B Col E",New code 2021+
9000/0,"Brenner tumor, NOS (C569)",Benign,"C569, All Other Sites","D27, See Topo Table B Col E",
9010/0,"Fibroadenoma, NOS (C50_)",Benign,"C509, All Other Sites","D24, See Topo Table B Col E",
9011/0,Intracanalicular fibroadenoma  (C50_),Benign,"C509, All Other Sites","D24, See Topo Table B Col E",
9012/0,Pericanalicular fibroadenoma (C50_),Benign,"C509, All Other Sites","D24, See Topo Table B Col E",
9013/0,"Adenofibroma, NOS (C569)",Benign,"C569, All Other Sites","D27, See Topo Table B Col E",
9014/0,"Serous adenofibroma, NOS (C569)",Benign,"C569, All Other Sites","D27, See Topo Table B Col E",
9015/0,"Mucinous adenofibroma, NOS (C569)",Benign,"C569, All Other Sites","D27, See Topo Table B Col E",
9016/0,Giant fibroadenoma (C50_),Benign,"C509, All Other Sites","D24, See Topo Table B Col E",
9020/0,"Phyllodes tumor, benign (C50_)",Benign,"C509, All Other Sites","D24, See Topo Table B Col E",
9030/0,Juvenile fibroadenoma (C50_),Benign,"C509, All Other Sites","D24, See Topo Table B Col E",
9040/0,"Synovioma, benign (C49_)",Benign,"C499, All Other Sites","D21.9, See Topo Table B Col E",
9050/0,"Mesothelioma, benign (C384)",Benign,"C384, All Other Sites","D19.0, See Topo Table B, Col E",
9051/0,"Fibrous mesothelioma, benign (C384)",Benign,"C384, All Other Sites","D19.0, See Topo Table B, Col E",
9052/0,Well differentiated papillary mesothelioma (C384),Benign,"C384, All Other Sites","D19.0, See Topo Table B, Col E",
9054/0,"Adenomatoid tumor, NOS (C384)",Benign,"C384, All Other Sites","D19.0, See Topo Table B, Col E",
9055/0,"Peritoneal inclusion cysts (C48_) (ICD-O-3 update, previously 9055/1)",Benign,"C488, All Other Sites","D21.0, See Topo Table B Col E",
9080/0,"Teratoma, benign",Benign,Specific Sites,See Topo Table B Col E,
9084/0,"Dermoid cyst, NOS",Benign,Specific Sites,See Topo Table B Col E,
9090/0,"Struma ovarii, NOS (C569)",Benign,"C569, All Other Sites","D27, See Topo Table B Col E",
9100/0,"Hydatidiform mole, NOS (C589)",Benign,"C589, All Other Sites","D26.7, See Topo Table B Col E",
9103/0,Partial hydatidiform mole (C589),Benign,"C589, All Other Sites","D26.7, See Topo Table B Col E",
9110/0,Adenoma of rete ovarii,Benign,Specific Sites,See Topo Table B Col E,
9120/0,"Hemangioma, NOS",Benign,All sites,D18.0,
9121/0,Cavernous hemangioma,Benign,All sites,D18.0,
9122/0,Venous hemangioma,Benign,All sites,D18.0,
9123/0,Racemose hemangioma,Benign,All sites,D18.0,
9125/0,Epithelioid hemangioma,Benign,All sites,D18.0,
9126/0,Atypical vascular lesion (ICD-O-3.2 update),Benign,Specific Sites,See Topo Table B Col E,
9130/0,"Hemangioendothelioma, benign",Benign,All sites,D18.0,
9131/0,Capillary hemangioma,Benign,All sites,D18.0,
9132/0,Intramuscular hemangioma,Benign,All sites,D18.0,
9137/0,Myointimoma (ICD-O-3.2 update),Benign,Specific Sites,See Topo Table B Col E,New code 2021+
9141/0,Angiokeratoma,Benign,All Sites,D18.0,
9142/0,Verrucous keratotic hemangioma,Benign,All Sites,D18.0,
9150/0,"Hemangiopericytoma, benign  (ICD-O-3.2 update, see code 8815/1)",Benign,All Sites,D18.0,
9160/0,"Angiofibroma, NOS",Benign,All Sites,D18.0,
9161/0,Acquired tufted hemangioma,Benign,All Sites,D18.0,
9170/0,"Lymphangioma, NOS",Benign,All Sites,D18.1,
9171/0,Capillary lymphangioma,Benign,All Sites,D18.1,
9172/0,Cavernous lymphangioma,Benign,All Sites,D18.1,
9173/0,Cystic lymphangioma,Benign,All Sites,D18.1,
9174/0,Lymphangiomyoma,Benign,All Sites,D18.1,
9175/0,Hemolymphangioma,Benign,All Sites,D18.1,
9180/0,"Osteoma, NOS (C40_, C41_)",Benign,"C409, C419, All Other Sites","D16.9, See Topo Table B Col E",
9191/0,"Osteoid osteoma (C40_, C41_)",Benign,"C409, C419, All Other Sites","D16.9, See Topo Table B Col E",
9200/0,"Osteoblastoma, NOS (C40_, C41_)",Benign,"C409, C419, All Other Sites","D16.9, See Topo Table B Col E",
9210/0,"Osteochondroma (C40_, C41_)",Benign,"C409, C419, All Other Sites","D16.9, See Topo Table B Col E",
9211/0,Osteochondromyxoma (ICD-O-3.2 update),Benign,Specific Sites,See Topo Table B Col E,New code 2021+
9212/0,Bizarre parosteal osteochondromatous proliferation (ICD-O-3.2 update),Benign,Specific Sites,See Topo Table B Col E,New code 2021+
9213/0,Subungal exostosis (ICD-O-3.2 update),Benign,Specific Sites,See Topo Table B Col E,
9220/0,"Chondroma, NOS (C40_, C41.)",Benign,"C409, C419, All Other Sites","D16.9, See Topo Table B Col E",
9221/0,"Periosteal chondroma (C40_, C41_)",Benign,"C409, C419, All Other Sites","D16.9, See Topo Table B Col E",
